Time (ISO),Lat (deg),Lon (deg),Alt (km),Vel (km/s)
2018-09-17 00:00:00,60.83256366931425,20.701014044676526,594.3722627880888,7.5116537320545484
2018-09-17 00:01:00,57.30802261687221,18.229753233471,593.3551986037128,7.513332688524727
2018-09-17 00:02:00,53.74971657659812,16.148390269570086,592.0092888689751,7.515409746615167
2018-09-17 00:03:00,50.16601382805433,14.353495241046858,590.3377349936627,7.5178716796861895
2018-09-17 00:04:00,46.56247585085806,12.774115434872158,588.3449664299751,7.520703467079119
2018-09-17 00:05:00,42.942903758447535,11.360065439979337,586.0366664023668,7.523888421568369
2018-09-17 00:06:00,39.30995393264079,10.07485932471917,583.4197930697437,7.527408327763114
2018-09-17 00:07:00,35.665527638729664,8.891304089292191,580.502606321359,7.531243575586808
2018-09-17 00:08:00,32.01099829203273,7.788656114864864,577.2946725889115,7.535373323493188
2018-09-17 00:09:00,28.347380222712317,6.750744835276237,573.8068820028047,7.539775642770374
2018-09-17 00:10:00,24.67543390791058,5.764693311984047,570.0514512637574,7.54442767639083
2018-09-17 00:11:00,20.995740902946014,4.82002638713891,566.0419215476486,7.549305797194449
2018-09-17 00:12:00,17.308757416795988,3.9080328028782105,561.7931489969487,7.554385766140136
2018-09-17 00:13:00,13.61485369100646,3.0212969273909493,557.32128702911,7.559642889088161
2018-09-17 00:14:00,9.91434382113962,2.153344946730215,552.643759730563,7.565052170568529
2018-09-17 00:15:00,6.207509122889875,1.2983683731732754,547.7792256594048,7.570588463000664
2018-09-17 00:16:00,2.4946171952693157,0.45099891960217064,542.7475314507119,7.576226609860565
2018-09-17 00:17:00,-1.2240642470699628,-0.39388484003469704,537.5696511903134,7.5819415851984315
2018-09-17 00:18:00,-4.948242582735884,-1.2413305092229332,532.2676321659201,7.587708605050388
2018-09-17 00:19:00,-8.677600905719673,-2.09648584101587,526.8644943577119,7.593503267120769
2018-09-17 00:20:00,-12.411773192756005,-2.964774528402177,521.3841530247455,7.599301640898242
2018-09-17 00:21:00,-16.150330336499138,-3.852095452608019,515.8513125010068,7.605080364676567
2018-09-17 00:22:00,-19.89276079677692,-4.765057769984991,510.2913520391221,7.610816725814693
2018-09-17 00:23:00,-23.638446665894254,-5.711272999078339,504.7302006396876,7.616488727527202
2018-09-17 00:24:00,-27.386632780488025,-6.699732691301191,499.1942014252372,7.622075141943956
2018-09-17 00:25:00,-31.13638542300122,-7.7413131709978735,493.70996631871367,7.6275555494597285
2018-09-17 00:26:00,-34.88653538022004,-8.849469693237248,488.3042219912004,7.632910364693856
2018-09-17 00:27:00,-38.63559718870041,-10.04121658165422,483.0036482467349,7.638120849691013
2018-09-17 00:28:00,-42.381651419093295,-11.338547223389766,477.83471020991146,7.6431691153076695
2018-09-17 00:29:00,-46.12217067869061,-12.770547338708223,472.8234825654263,7.6480381152390535
2018-09-17 00:30:00,-49.853736819696245,-14.376622384775844,467.99548751191014,7.652711614888072
2018-09-17 00:31:00,-53.57162022138302,-16.21159921045077,463.3754981329603,7.657174185575351
2018-09-17 00:32:00,-57.269047079045485,-18.354030790646014,458.9873764538461,7.661411160781846
2018-09-17 00:33:00,-60.93595164634771,-20.920242845068746,454.85389752195715,7.665408605958718
2018-09-17 00:34:00,-64.55670677658559,-24.08900406605895,450.99658203784657,7.669153284393617
2018-09-17 00:35:00,-68.10577706224244,-28.146484955196748,447.435536259296,7.672632624849847
2018-09-17 00:36:00,-71.53890350979569,-33.570264800316416,444.1893012852461,7.675834693347973
2018-09-17 00:37:00,-74.7742918876845,-41.18304945785018,441.27471375007553,7.678748171362339
2018-09-17 00:38:00,-77.65202508914052,-52.38055463662459,438.70677983800397,7.681362342528498
2018-09-17 00:39:00,-79.85914410846235,-69.09732015828823,436.49856436298705,7.683667089704378
2018-09-17 00:40:00,-80.8907821373143,-91.8736876137145,434.6610953478794,7.685652905125208
2018-09-17 00:41:00,-80.35919068729294,-115.88770061316609,433.2032922911394,7.6873109072212795
2018-09-17 00:42:00,-78.47713719127766,-134.7698755328404,432.1319012754893,7.6886328842314065
2018-09-17 00:43:00,-75.76990119261669,-147.59529585017614,431.45146230797855,7.689611338157917
2018-09-17 00:44:00,-72.61856338928621,-156.2181987648633,431.16429016390884,7.690239549294884
2018-09-17 00:45:00,-69.22429599734159,-162.26027628810465,431.2704767067262,7.690511652091302
2018-09-17 00:46:00,-65.68896614666369,-166.70956823964798,431.7679130669276,7.690422722478636
