lapStartTime,lapEndTime,lapDuration [min],minDist [km],FU4_L_at_min,REACH_L_at_min
2019-01-25 23:42:00,2019-01-25 23:43:00,1.0,968.8771672437077,1.1163767957491755,1.2886360190855086
