lapStartTime,lapEndTime,lapDuration [min],minDist [km],FU3_L_at_min,REACH_L_at_min
2019-01-25 00:54:00,2019-01-25 01:03:00,9.0,436.9440101046796,1.3678768165476338,1.4610127152533188
