lapStartTime,lapEndTime,lapDuration [min],minDist [km],FU4_L_at_min,ELFIN_A_L_at_min
2019-01-01 22:34:00,2019-01-01 22:39:00,5.0,346.3018956571322,5.313705729556828,6.043647928030802
2019-01-01 23:20:00,2019-01-01 23:25:00,5.0,339.7628411879992,4.830087633973952,5.679726857109882
2019-01-07 07:33:00,2019-01-07 07:36:00,3.0,430.1224002083801,7.59471162619738,5.771577498625562
2019-01-07 08:19:00,2019-01-07 08:24:00,5.0,60.40488323395463,-4.588178792312262,4.574288950437077
2019-01-07 09:06:00,2019-01-07 09:11:00,5.0,104.10839561907252,6.209878940805486,-6.332601633272193
2019-01-07 09:56:00,2019-01-07 09:57:00,1.0,489.18499657416504,-7.296879053057961,-17.150922155014566
2019-01-12 18:05:00,2019-01-12 18:07:00,2.0,441.0114743840273,-1e+31,-1e+31
2019-01-12 18:51:00,2019-01-12 18:55:00,4.0,220.67305129557752,-1e+31,-1e+31
2019-01-12 19:38:00,2019-01-12 19:43:00,5.0,91.26317396387427,-38.48147852489926,-34.87272119460177
2019-01-12 20:26:00,2019-01-12 20:29:00,3.0,301.88410950940806,13.51174865786477,-23.95133345960096
2019-01-18 05:24:00,2019-01-18 05:26:00,2.0,400.2570656109187,7.9519023168671294,5.45399128938463
2019-01-18 06:10:00,2019-01-18 06:14:00,4.0,44.579450637733096,-10.25315834470813,-9.919028509095504
2019-01-18 06:57:00,2019-01-18 07:01:00,4.0,115.58696207852552,6.7079951731101275,-7.885338753307845
2019-01-18 07:46:00,2019-01-18 07:47:00,1.0,456.8314315353992,8.54860410263746,-10.909372215917584
2019-01-23 15:56:00,2019-01-23 15:57:00,1.0,430.15407628659494,-1e+31,-1e+31
2019-01-23 16:42:00,2019-01-23 16:44:00,2.0,373.00577478171874,-1e+31,-1e+31
2019-01-23 17:29:00,2019-01-23 17:32:00,3.0,134.55236196219604,-1e+31,-1e+31
2019-01-23 18:16:00,2019-01-23 18:19:00,3.0,160.67472925625114,-1e+31,-1e+31
2019-01-29 03:14:00,2019-01-29 03:15:00,1.0,373.27431897196243,-14.846040942916204,-11.901615882256701
2019-01-29 04:01:00,2019-01-29 04:02:00,1.0,399.2179472831155,7.110684236599716,5.062119918279662
2019-01-29 04:48:00,2019-01-29 04:50:00,2.0,134.35570626957062,-11.880152325901161,-12.873562858151024
2019-01-29 05:34:00,2019-01-29 05:37:00,3.0,132.1540962198831,-19.376802255006577,-28.256792271945734
