lapStartTime,lapEndTime,minDist [km],FU3_L_at_min,AC6A_L_at_min
2018-09-18 02:46:00,2018-09-18 02:47:00,402.6598432271228,-1e+31,-1e+31
2018-09-18 03:34:00,2018-09-18 03:36:00,128.90515563255653,-44.91119181754875,-43.22727168823731
2018-09-20 11:44:00,2018-09-20 11:46:00,178.70570570225638,-1e+31,-1e+31
2018-09-20 12:32:00,2018-09-20 12:34:00,333.3692153080106,-1e+31,-1e+31
2018-09-22 20:42:00,2018-09-22 20:44:00,77.30995418247775,42.38752545189432,34.014108803618484
2018-09-25 04:53:00,2018-09-25 04:54:00,340.7038389421456,46.4884368408144,-1e+31
2018-09-25 05:41:00,2018-09-25 05:42:00,299.5911499499073,-1e+31,-1e+31
2018-09-27 13:50:00,2018-09-27 13:52:00,153.84101653044252,-1e+31,-18.228204322290978
2018-09-27 14:40:00,2018-09-27 14:40:00,477.9450311649031,-1e+31,-1e+31
2018-09-29 22:02:00,2018-09-29 22:02:00,442.6295224656816,34.9437771815801,-1e+31
2018-09-29 22:49:00,2018-09-29 22:50:00,244.76229005022387,7.599383148245077,8.869071185709133
2018-10-02 06:59:00,2018-10-02 07:01:00,199.4990378350482,-1e+31,-1e+31
2018-10-02 07:48:00,2018-10-02 07:48:00,455.6105874946644,-1e+31,-1e+31
2018-10-04 15:10:00,2018-10-04 15:10:00,445.40081615297186,-11.871191263496556,10.390766133773413
2018-10-04 15:57:00,2018-10-04 15:59:00,90.1904197919753,-1e+31,-1e+31
2018-10-07 00:07:00,2018-10-07 00:09:00,169.60568977938016,9.668651927985888,12.151311203883312
2018-10-07 00:56:00,2018-10-07 00:57:00,329.59240360617014,-41.16850129768897,17.176928685977856
2018-10-09 09:05:00,2018-10-09 09:07:00,119.11832750521624,-1e+31,-1e+31
2018-10-11 17:16:00,2018-10-11 17:17:00,357.631289469949,-1e+31,-1e+31
2018-10-11 18:04:00,2018-10-11 18:04:00,400.30560774227376,-7.877100399273376,-8.900362940780877
2018-10-14 01:26:00,2018-10-14 01:26:00,444.84280786665505,-13.708662475496412,21.609222986187074
2018-10-14 02:14:00,2018-10-14 02:16:00,115.67811207190704,-1e+31,-1e+31
2018-10-16 10:23:00,2018-10-16 10:25:00,169.46279133407526,-1e+31,-1e+31
2018-10-16 11:12:00,2018-10-16 11:14:00,237.7047042838198,-1e+31,-1e+31
