lapStartTime,lapEndTime,lapDuration [min],minDist [km],FU3_L_at_min,ELFIN_A_L_at_min
2018-12-10 03:44:00,2018-12-10 03:51:00,7.0,140.68969947477026,2.098154216694399,2.1992146296146085
2018-12-14 22:37:00,2018-12-14 22:51:00,14.0,350.13388000151645,1.1352998857098082,1.0802228462594523
2018-12-14 23:18:00,2018-12-14 23:39:00,21.0,124.10645736115559,1.0476364640055684,1.052624908656576
2018-12-15 00:05:00,2018-12-15 00:25:00,20.0,151.57038267614791,1.0638183081886758,1.042241668031081
2018-12-15 00:59:00,2018-12-15 01:10:00,11.0,406.8593621789793,1.0386387200551819,1.0376990926343155
2018-12-20 06:51:00,2018-12-20 07:08:00,17.0,25.162540691721702,1.3091935840488713,1.2929607212841034
2018-12-20 07:38:00,2018-12-20 07:55:00,17.0,27.871836626541526,1.3163703229295447,1.315155667327368
2018-12-25 13:34:00,2018-12-25 13:44:00,10.0,233.81650377316166,-4.902646870371003,4.179758813877239
2018-12-25 14:21:00,2018-12-25 14:31:00,10.0,295.3315693009812,-3.2650952152809944,-2.8275503861345124
2018-12-25 15:08:00,2018-12-25 15:18:00,10.0,295.35060199608535,5.042380685775923,6.57777362569918
2018-12-25 15:55:00,2018-12-25 16:05:00,10.0,232.5955664193843,-3.330484546152468,-3.6878088945789704
2018-12-30 21:46:00,2018-12-30 21:54:00,8.0,34.141561160842315,6.592590688118274,6.741560316881943
2018-12-30 22:32:00,2018-12-30 22:41:00,9.0,43.219503373519316,5.732703248187068,5.743462020417851
2019-01-05 04:22:00,2019-01-05 04:27:00,5.0,273.59631173557267,3.6809661383916223,3.331931619775288
2019-01-05 05:09:00,2019-01-05 05:15:00,6.0,187.00854476297977,6.412622043973627,5.700242617326497
2019-01-05 05:57:00,2019-01-05 06:02:00,5.0,258.31667024876174,3.182090533199445,3.563394513910116
2019-01-05 06:44:00,2019-01-05 06:48:00,4.0,334.53831552051577,5.294734676265456,6.363259948435647
2019-01-10 11:45:00,2019-01-10 11:48:00,3.0,344.8001206458878,-10.295682248926498,-8.006333467904275
2019-01-10 12:31:00,2019-01-10 12:36:00,5.0,65.99173355984318,-1e+31,-1e+31
2019-01-10 13:18:00,2019-01-10 13:23:00,5.0,196.71490173976187,9.3541364044123,-10.31658912562309
2019-01-15 18:20:00,2019-01-15 18:21:00,1.0,464.34339422966275,-1e+31,-1e+31
2019-01-15 19:05:00,2019-01-15 19:09:00,4.0,251.47290837965159,-55.04901169713777,-53.36856962106802
2019-01-15 19:52:00,2019-01-15 19:56:00,4.0,108.35594886916516,-1e+31,-1e+31
2019-01-15 20:40:00,2019-01-15 20:43:00,3.0,287.2154614107515,19.261929027714803,-21.111403609119314
2019-01-21 01:40:00,2019-01-21 01:41:00,1.0,466.7892148550668,-7.123461202083245,5.827137868016402
2019-01-21 02:26:00,2019-01-21 02:30:00,4.0,45.23596794028917,-10.44413834959016,10.07064292719205
2019-01-21 03:13:00,2019-01-21 03:17:00,4.0,65.12076962425785,5.519932636168732,5.822531513857103
2019-01-21 04:02:00,2019-01-21 04:03:00,1.0,471.2187875915126,8.466131679610738,10.92038958848303
2019-01-26 09:00:00,2019-01-26 09:03:00,3.0,144.77206405877916,12.655667147442516,-11.458013265656987
2019-01-26 09:47:00,2019-01-26 09:49:00,2.0,107.50510116104577,-1e+31,-1e+31
2019-01-26 10:35:00,2019-01-26 10:36:00,1.0,403.4134570669425,-11.032698097129567,13.747054886915302
2019-01-26 11:22:00,2019-01-26 11:23:00,1.0,416.55301467539994,-1e+31,-1e+31
