dateTime,dist_in_track [km],dist_cross_track [km],L_FU4,L_REACH,MLT_FU4,MLT_REACH
2019-01-25 00:00:00,-6639.981495095873,195.6317124744861,1.2342774522887878,-1.7621548475157218,1.4126760737311432,2.1829321146884197
2019-01-25 00:09:00,6886.398524406452,1322.685625451889,2.7191886207584646,1.087497364175258,0.36902192530843436,1.938469979713549
2019-01-25 00:18:00,6769.312821799069,3060.4850993364075,7.944955004046016,1.5522673723234968,20.87266431859854,1.7206470745122555
2019-01-25 00:27:00,803.9933147127358,7707.101453563125,3.562227959640073,4.015138811638091,15.735809318029172,1.321277315261204
2019-01-25 00:36:00,-6995.789135888749,3718.1995702774257,1.3780396069088916,-1e+31,14.35525125000369,20.781783052213193
2019-01-25 00:45:00,8019.632510752432,273.79912921433026,1.0726733064758078,4.891289815708798,13.606063001948414,14.541842943196427
2019-01-25 00:54:00,8109.798045213621,910.0848852207498,1.567545651942204,1.4610127152533188,12.780883238124137,14.098296934658613
2019-01-25 01:03:00,8043.437723112538,2284.7996154786074,6.203617330464881,1.0998134359727136,10.853998610338122,13.868591345644157
2019-01-25 01:12:00,4463.681235105316,7318.035719263095,11.6618795967305,1.6223434322227506,5.09640296139901,13.616280578585384
2019-01-25 01:21:00,-3422.648239530997,8048.67365991484,-1.6302963302205056,7.757919167758254,2.7519406599093923,12.96110235859032
2019-01-25 01:30:00,-8866.625447149028,1024.2998410325629,1.04759626387543,-1e+31,1.8567085558501066,3.906537662284416
2019-01-25 01:39:00,9186.680360833663,426.751908604687,1.7209176077447155,-2.145187472121585,1.0870784706219112,2.3336659561084314
2019-01-25 01:48:00,9389.927304034101,1876.4400684377792,3.4525154275607264,1.107644350804983,23.683749225861,2.0213727358823004
2019-01-25 01:57:00,7342.137303603403,6739.487266569483,11.468615060427686,1.4521496633684285,18.467270537490258,1.8095275757137106
2019-01-25 02:06:00,-380.86725511903217,10243.900902471241,2.545502050020148,2.894955547854156,15.061590725704297,1.5163908096996348
2019-01-25 02:15:00,-8338.289559136578,6224.818590728022,1.1619184428681388,-1e+31,14.054562817910215,0.13214579295221007
2019-01-25 02:24:00,10507.80461196879,191.7566443918846,1.124134675491432,-11.436298044984452,13.36099911710902,14.83624806674633
2019-01-25 02:33:00,10572.87676639724,1311.9213259674357,2.20842451046389,1.8563317942251345,12.410924611031286,14.199858419861565
2019-01-25 02:42:00,10038.945423296911,4128.206065579833,-20.765925497164172,1.0944565476651926,9.31641083429738,13.974585526806052
2019-01-25 02:51:00,3362.7657082493283,10536.937459946246,-3.4908502062320044,1.338642080335621,3.813278667032133,13.78479155186082
2019-01-25 03:00:00,-4668.410250634329,10226.836440162613,1.1416723090351921,4.179657235903246,2.3558128501298814,13.435998297987945
2019-01-25 03:09:00,-11347.8838941247,1504.5441046205551,1.221576805680242,-1e+31,1.6264653100208246,7.331718637567317
2019-01-25 03:18:00,11726.148776635819,725.9071622597104,1.99173540117404,-2.938275247065222,0.8366086611237211,2.432187275516309
2019-01-25 03:27:00,11734.33729614013,3109.8130826464035,5.385679950042339,1.1727281608111646,22.774906030197457,2.1182440483939224
2019-01-25 03:36:00,6384.0186205475875,10761.515755738288,-9.522587571850798,1.312015290252185,16.47770617392262,1.9638013834898516
2019-01-25 03:45:00,-1588.712623773142,12661.790110899326,1.778233200203724,2.2174842018865433,14.567539270765582,1.8038651084129764
2019-01-25 03:54:00,-9589.54302468975,8606.71626263469,1.0466966926400159,11.338902994178959,13.840882496657251,1.3532986629637485
2019-01-25 04:03:00,12981.67488719545,136.66529768938022,1.314071640986663,-1e+31,13.21505702997593,15.002893624365228
2019-01-25 04:12:00,12983.77009702506,2011.0272412645684,4.725909327530135,2.5485167890998444,12.066176833240105,14.24497374014254
2019-01-25 04:21:00,10038.818965097164,8805.38749632776,-20.81817371756486,1.1374010407693933,6.664913803933341,14.094125269649535
2019-01-25 04:30:00,2158.0999450498703,13392.16868076116,-1.9834147968815874,1.1806069585281997,2.9665835005966787,14.005635774763713
2019-01-25 04:39:00,-5927.628410142896,12405.12770463163,1.0977347592799807,2.895695906856731,2.0828718797029104,13.894786916426112
2019-01-25 04:48:00,-13606.860394510712,3146.8575536819953,1.3212357068640022,-1e+31,1.5048318289813967,13.13696930876215
2019-01-25 04:57:00,14239.648270339594,1211.873262177412,2.3586579223259445,5.302361481012461,0.6659954084084614,2.3310422943867692
2019-01-25 05:06:00,12807.821167787888,7213.397898097134,-1e+31,-1.4186962880506506,20.730649490561188,2.1662524470190796
2019-01-25 05:15:00,5228.700525120924,14124.20032133651,4.653736852079934,1.1973822411343045,15.222901232931083,2.1233848956013084
2019-01-25 05:24:00,-2799.0170762305997,15007.467174370973,1.2616499459179462,1.6897503157781153,14.245693374746677,2.108746341049862
2019-01-25 05:33:00,-10812.667760831913,10889.780940574383,1.0347439260933728,4.522724449724566,13.741241485589681,2.106196397375726
2019-01-25 05:42:00,-15429.551819527114,111.58551726742527,2.0103640127472957,-1e+31,13.176705510200367,14.139616897252433
2019-01-25 05:51:00,15133.362944085902,3822.533833317017,13.02633075348417,3.6596228123088346,11.479772745115637,14.139122558171552
2019-01-25 06:00:00,8981.829535736766,13067.309270225469,-6.553305823876143,1.1930129435656232,3.9693167140048597,14.16584360243521
2019-01-25 06:09:00,919.8504175567164,16053.57016197493,-1.5672412545136847,1.0968626469659737,2.4588226603092043,14.21062212827959
2019-01-25 06:18:00,-7194.560464063121,14570.490532136617,1.1467999915052736,2.330290306740944,1.9453609310972073,14.298731616974713
